country,year,item,r,n,survey,cc_rank,y_claassen
Singapore,2012,impdemoc_wvs,8,623.354789,wvs_combo,165,NA
Singapore,2012,impdemoc_wvs,9,261.2748659,wvs_combo,165,NA
Singapore,2012,impdemoc_wvs,10,282.6378802,wvs_combo,165,NA
Singapore,2012,strong_wvs,1,191.8471061,wvs_combo,165,NA
Singapore,2012,strong_wvs,2,804.4293168,wvs_combo,165,NA
Singapore,2012,strong_wvs,3,694.450493,wvs_combo,165,NA
Singapore,2012,strong_wvs,4,281.233067,wvs_combo,165,NA
Singapore,2014,army_asianb,1,87.69820937,asianb4,165,NA
Singapore,2014,army_asianb,2,148.6659453,asianb4,165,NA
Singapore,2014,army_asianb,3,319.5675504,asianb4,165,NA
Singapore,2014,army_asianb,4,483.4059705,asianb4,165,NA
Singapore,2014,church_asianb,1,162.8133594,asianb4,165,NA
Singapore,2014,church_asianb,2,71.18382516,asianb4,165,NA
Singapore,2014,church_asianb,3,601.3435862,asianb4,165,NA
Singapore,2014,church_asianb,4,203.9969048,asianb4,165,NA
Singapore,2014,democextent_asianb,1,54.67595905,asianb4,165,NA
Singapore,2014,democextent_asianb,2,3.843161119,asianb4,165,NA
Singapore,2014,democextent_asianb,3,21.10682249,asianb4,165,NA
Singapore,2014,democextent_asianb,4,17.79433149,asianb4,165,NA
Singapore,2014,democextent_asianb,5,83.29822999,asianb4,165,NA
Singapore,2014,democextent_asianb,6,122.5669515,asianb4,165,NA
Singapore,2014,democextent_asianb,7,201.4297473,asianb4,165,NA
Singapore,2014,democextent_asianb,8,285.2435489,asianb4,165,NA
Singapore,2014,democextent_asianb,9,183.5654609,asianb4,165,NA
Singapore,2014,democextent_asianb,10,65.81346276,asianb4,165,NA
Singapore,2014,democsuit_asianb,1,59.15716891,asianb4,165,NA
Singapore,2014,democsuit_asianb,2,3.818216944,asianb4,165,NA
Singapore,2014,democsuit_asianb,3,8.565607366,asianb4,165,NA
Singapore,2014,democsuit_asianb,4,13.78893279,asianb4,165,NA
Singapore,2014,democsuit_asianb,5,122.2732996,asianb4,165,NA
Singapore,2014,democsuit_asianb,6,126.226768,asianb4,165,NA
Singapore,2014,democsuit_asianb,7,204.8235939,asianb4,165,NA
Singapore,2014,democsuit_asianb,8,253.4759033,asianb4,165,NA
Singapore,2014,democsuit_asianb,9,173.940419,asianb4,165,NA
Singapore,2014,democsuit_asianb,10,73.26776575,asianb4,165,NA
Singapore,2014,party_asianb,1,108.9347106,asianb4,165,NA
Singapore,2014,party_asianb,2,191.9406334,asianb4,165,NA
Singapore,2014,party_asianb,3,340.426976,asianb4,165,NA
Singapore,2014,party_asianb,4,398.0353556,asianb4,165,NA
Singapore,2014,strong_asianb,1,106.0819042,asianb4,165,NA
Singapore,2014,strong_asianb,2,190.8514174,asianb4,165,NA
Singapore,2014,strong_asianb,3,344.3193749,asianb4,165,NA
Singapore,2014,strong_asianb,4,398.084979,asianb4,165,NA
Singapore,2014,threestate_asianb,1,442.0399197,asianb4,165,NA
Singapore,2014,threestate_asianb,2,158.5289412,asianb4,165,NA
Singapore,2014,threestate_asianb,3,438.7688147,asianb4,165,NA
Zimbabwe,1999,army_afrob,1,106.0052562,afrob1,164,NA
Zimbabwe,1999,army_afrob,2,73.00361983,afrob1,164,NA
Zimbabwe,1999,army_afrob,3,66.00327273,afrob1,164,NA
Zimbabwe,1999,army_afrob,4,156.0077355,afrob1,164,NA
Zimbabwe,1999,army_afrob,5,794.0393719,afrob1,164,NA
Zimbabwe,1999,party_afrob,1,177.0087769,afrob1,164,NA
Zimbabwe,1999,party_afrob,2,73.00361983,afrob1,164,NA
Zimbabwe,1999,party_afrob,3,61.00302479,afrob1,164,NA
Zimbabwe,1999,party_afrob,4,236.0117025,afrob1,164,NA
Zimbabwe,1999,party_afrob,5,649.0321818,afrob1,164,NA
Zimbabwe,1999,strong_afrob,1,135.0066942,afrob1,164,NA
Zimbabwe,1999,strong_afrob,2,63.00312397,afrob1,164,NA
Zimbabwe,1999,strong_afrob,3,68.0033719,afrob1,164,NA
Zimbabwe,1999,strong_afrob,4,157.0077851,afrob1,164,NA
Zimbabwe,1999,strong_afrob,5,773.0383306,afrob1,164,NA
Zimbabwe,1999,threestate_afrob,1,185.0091736,afrob1,164,NA
Zimbabwe,1999,threestate_afrob,2,157.0077851,afrob1,164,NA
Zimbabwe,1999,threestate_afrob,3,846.0419504,afrob1,164,NA
Zimbabwe,2001,army_wvs,1,111.2453424,wvs_combo,164,NA
Zimbabwe,2001,army_wvs,2,84.49811397,wvs_combo,164,NA
Zimbabwe,2001,army_wvs,3,264.4093419,wvs_combo,164,NA
Zimbabwe,2001,army_wvs,4,542.740998,wvs_combo,164,NA
Zimbabwe,2001,church_wvs,1,167.6796851,wvs_combo,164,NA
Zimbabwe,2001,church_wvs,2,87.02331396,wvs_combo,164,NA
Zimbabwe,2001,church_wvs,3,463.8512554,wvs_combo,164,NA
Zimbabwe,2001,church_wvs,4,284.3395418,wvs_combo,164,NA
Zimbabwe,2001,evdemoc_wvs,1,123.3942852,wvs_combo,164,NA
Zimbabwe,2001,evdemoc_wvs,2,88.03811395,wvs_combo,164,NA
Zimbabwe,2001,evdemoc_wvs,3,328.581113,wvs_combo,164,NA
Zimbabwe,2001,evdemoc_wvs,4,462.880284,wvs_combo,164,NA
Zimbabwe,2001,strong_wvs,1,164.6285422,wvs_combo,164,NA
Zimbabwe,2001,strong_wvs,2,167.1874565,wvs_combo,164,NA
Zimbabwe,2001,strong_wvs,3,343.7137701,wvs_combo,164,NA
Zimbabwe,2001,strong_wvs,4,327.3640273,wvs_combo,164,NA
Zimbabwe,2003,army_afrob,1,76.06142908,afrob2,164,2003
Zimbabwe,2003,army_afrob,2,90.07274496,afrob2,164,2003
Zimbabwe,2003,army_afrob,3,52.04203042,afrob2,164,2003
Zimbabwe,2003,army_afrob,4,239.1931783,afrob2,164,2003
Zimbabwe,2003,army_afrob,5,646.5221472,afrob2,164,2003
Zimbabwe,2003,party_afrob,1,168.1357906,afrob2,164,2003
Zimbabwe,2003,party_afrob,2,234.1891369,afrob2,164,2003
Zimbabwe,2003,party_afrob,3,57.04607181,afrob2,164,2003
Zimbabwe,2003,party_afrob,4,255.2061107,afrob2,164,2003
Zimbabwe,2003,party_afrob,5,389.3144199,afrob2,164,2003
Zimbabwe,2003,strong_afrob,1,104.0840608,afrob2,164,2003
Zimbabwe,2003,strong_afrob,2,61.04930492,afrob2,164,2003
Zimbabwe,2003,strong_afrob,3,57.04607181,afrob2,164,2003
Zimbabwe,2003,strong_afrob,4,269.2174266,afrob2,164,2003
Zimbabwe,2003,strong_afrob,5,612.4946657,afrob2,164,2003
Zimbabwe,2003,threestate_afrob,1,385.3111868,afrob2,164,2003
Zimbabwe,2003,threestate_afrob,2,195.1576141,afrob2,164,2003
Zimbabwe,2003,threestate_afrob,3,524.4235373,afrob2,164,2003
Zimbabwe,2005,army_afrob,1,31.384198,afrob3,164,NA
Zimbabwe,2005,army_afrob,2,82.00387218,afrob3,164,NA
Zimbabwe,2005,army_afrob,3,55.6816416,afrob3,164,NA
Zimbabwe,2005,army_afrob,4,271.3214536,afrob3,164,NA
Zimbabwe,2005,army_afrob,5,620.5972055,afrob3,164,NA
Zimbabwe,2005,party_afrob,1,24.29744361,afrob3,164,NA
Zimbabwe,2005,party_afrob,2,64.79318296,afrob3,164,NA
Zimbabwe,2005,party_afrob,3,33.40898496,afrob3,164,NA
Zimbabwe,2005,party_afrob,4,273.3462406,afrob3,164,NA
Zimbabwe,2005,party_afrob,5,665.1425188,afrob3,164,NA
Zimbabwe,2005,strong_afrob,1,28.34701754,afrob3,164,NA
Zimbabwe,2005,strong_afrob,2,28.34701754,afrob3,164,NA
Zimbabwe,2005,strong_afrob,3,48.59488722,afrob3,164,NA
Zimbabwe,2005,strong_afrob,4,257.1479449,afrob3,164,NA
Zimbabwe,2005,strong_afrob,5,698.5515038,afrob3,164,NA
Zimbabwe,2005,threestate_afrob,1,313.84198,afrob3,164,NA
Zimbabwe,2005,threestate_afrob,2,44.54531328,afrob3,164,NA
Zimbabwe,2005,threestate_afrob,3,702.6010777,afrob3,164,NA
Zimbabwe,2008,army_afrob,1,83.53256353,afrob4,164,2008
Zimbabwe,2008,army_afrob,2,148.8810902,afrob4,164,2008
Zimbabwe,2008,army_afrob,3,20.43594029,afrob4,164,2008
Zimbabwe,2008,army_afrob,4,292.779044,afrob4,164,2008
Zimbabwe,2008,army_afrob,5,653.1532289,afrob4,164,2008
Zimbabwe,2008,party_afrob,1,156.4821424,afrob4,164,2008
Zimbabwe,2008,party_afrob,2,220.4592164,afrob4,164,2008
Zimbabwe,2008,party_afrob,3,18.68200401,afrob4,164,2008
Zimbabwe,2008,party_afrob,4,258.14821,afrob4,164,2008
Zimbabwe,2008,party_afrob,5,546.2445332,afrob4,164,2008
Zimbabwe,2008,strong_afrob,1,93.67129506,afrob4,164,2008
Zimbabwe,2008,strong_afrob,2,66.87057259,afrob4,164,2008
Zimbabwe,2008,strong_afrob,3,16.62914884,afrob4,164,2008
Zimbabwe,2008,strong_afrob,4,314.4916894,afrob4,164,2008
Zimbabwe,2008,strong_afrob,5,708.3534002,afrob4,164,2008
Zimbabwe,2008,threestate_afrob,1,161.6363898,afrob4,164,2008
Zimbabwe,2008,threestate_afrob,2,225.3569954,afrob4,164,2008
Zimbabwe,2008,threestate_afrob,3,813.022721,afrob4,164,2008
Zimbabwe,2012,army_afrob,1,113.410758,afrob5,164,NA
Zimbabwe,2012,army_afrob,2,273.1301308,afrob5,164,NA
Zimbabwe,2012,army_afrob,3,124.7066869,afrob5,164,NA
Zimbabwe,2012,army_afrob,4,760.5690522,afrob5,164,NA
Zimbabwe,2012,army_afrob,5,1127.455301,afrob5,164,NA
Zimbabwe,2011,army_wvs,1,63.8072011,wvs_combo,164,2011
Zimbabwe,2011,army_wvs,2,206.4428571,wvs_combo,164,2011
Zimbabwe,2011,army_wvs,3,512.7444048,wvs_combo,164,2011
Zimbabwe,2011,army_wvs,4,717.3114066,wvs_combo,164,2011
Zimbabwe,2011,evdemoc_wvs,1,16.175811,wvs_combo,164,2011
Zimbabwe,2011,evdemoc_wvs,2,31.80266687,wvs_combo,164,2011
Zimbabwe,2011,evdemoc_wvs,3,316.3231564,wvs_combo,164,2011
Zimbabwe,2011,evdemoc_wvs,4,1136.004235,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,1,12.59404143,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,2,4.015028769,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,3,8.145753459,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,4,33.99848737,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,5,82.72778773,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,6,66.20488897,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,7,101.0108458,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,8,137.0032863,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,9,181.545215,wvs_combo,164,2011
Zimbabwe,2011,impdemoc_wvs,10,873.0605347,wvs_combo,164,2011
Zimbabwe,2012,party_afrob,1,235.0300733,afrob5,164,NA
Zimbabwe,2012,party_afrob,2,330.8851586,afrob5,164,NA
Zimbabwe,2012,party_afrob,3,91.39118432,afrob5,164,NA
Zimbabwe,2012,party_afrob,4,756.4971954,afrob5,164,NA
Zimbabwe,2012,party_afrob,5,985.5647793,afrob5,164,NA
Zimbabwe,2012,strong_afrob,1,118.868299,afrob5,164,NA
Zimbabwe,2012,strong_afrob,2,147.5232533,afrob5,164,NA
Zimbabwe,2012,strong_afrob,3,82.64498288,afrob5,164,NA
Zimbabwe,2012,strong_afrob,4,842.4377354,afrob5,164,NA
Zimbabwe,2012,strong_afrob,5,1207.948648,afrob5,164,NA
Zimbabwe,2011,strong_wvs,1,133.4215168,wvs_combo,164,2011
Zimbabwe,2011,strong_wvs,2,116.9847894,wvs_combo,164,2011
Zimbabwe,2011,strong_wvs,3,326.5785589,wvs_combo,164,2011
Zimbabwe,2011,strong_wvs,4,923.3210045,wvs_combo,164,2011
Zimbabwe,2012,threestate_afrob,1,224.8202798,afrob5,164,NA
Zimbabwe,2012,threestate_afrob,2,281.0033996,afrob5,164,NA
Zimbabwe,2012,threestate_afrob,3,1894.060206,afrob5,164,NA
Zimbabwe,2014,army_afrob,1,178.741359,afrob6,164,NA
Zimbabwe,2014,army_afrob,2,265.866857,afrob6,164,NA
Zimbabwe,2014,army_afrob,3,165.7003081,afrob6,164,NA
Zimbabwe,2014,army_afrob,4,601.7232819,afrob6,164,NA
Zimbabwe,2014,army_afrob,5,1187.068422,afrob6,164,NA
Zimbabwe,2014,party_afrob,1,306.2317951,afrob6,164,NA
Zimbabwe,2014,party_afrob,2,321.1406729,afrob6,164,NA
Zimbabwe,2014,party_afrob,3,123.3724234,afrob6,164,NA
Zimbabwe,2014,party_afrob,4,559.0700786,afrob6,164,NA
Zimbabwe,2014,party_afrob,5,1090.414325,afrob6,164,NA
Zimbabwe,2014,strong_afrob,1,158.8424473,afrob6,164,NA
Zimbabwe,2014,strong_afrob,2,158.4952537,afrob6,164,NA
Zimbabwe,2014,strong_afrob,3,171.5818026,afrob6,164,NA
Zimbabwe,2014,strong_afrob,4,607.5153248,afrob6,164,NA
Zimbabwe,2014,strong_afrob,5,1301.637143,afrob6,164,NA
Zimbabwe,2014,threestate_afrob,1,398.8403189,afrob6,164,NA
Zimbabwe,2014,threestate_afrob,2,251.1385948,afrob6,164,NA
Zimbabwe,2014,threestate_afrob,3,1748.407446,afrob6,164,NA
Zimbabwe,2017,army_afrob,1,131.8691104,afrob7,164,NA
Zimbabwe,2017,army_afrob,2,167.1610102,afrob7,164,NA
Zimbabwe,2017,army_afrob,3,77.09322153,afrob7,164,NA
Zimbabwe,2017,army_afrob,4,308.6254292,afrob7,164,NA
Zimbabwe,2017,army_afrob,5,515.5638633,afrob7,164,NA
Zimbabwe,2017,party_afrob,1,181.4857825,afrob7,164,NA
Zimbabwe,2017,party_afrob,2,187.2063546,afrob7,164,NA
Zimbabwe,2017,party_afrob,3,57.57522848,afrob7,164,NA
Zimbabwe,2017,party_afrob,4,288.256495,afrob7,164,NA
Zimbabwe,2017,party_afrob,5,485.7887741,afrob7,164,NA
Zimbabwe,2017,strong_afrob,1,135.6391506,afrob7,164,NA
Zimbabwe,2017,strong_afrob,2,63.66821999,afrob7,164,NA
Zimbabwe,2017,strong_afrob,3,60.06743486,afrob7,164,NA
Zimbabwe,2017,strong_afrob,4,385.0292798,afrob7,164,NA
Zimbabwe,2017,strong_afrob,5,555.9085494,afrob7,164,NA
Zimbabwe,2017,threestate_afrob,1,145.0289126,afrob7,164,NA
Zimbabwe,2017,threestate_afrob,2,156.8326006,afrob7,164,NA
Zimbabwe,2017,threestate_afrob,3,898.4511215,afrob7,164,NA
Algeria,2002,army_wvs,1,228.1891865,wvs_combo,162,NA
Algeria,2002,army_wvs,2,141.1169969,wvs_combo,162,NA
Algeria,2002,army_wvs,3,429.3559693,wvs_combo,162,NA
Algeria,2002,army_wvs,4,484.4016064,wvs_combo,162,NA
Algeria,2002,church_wvs,1,244.2024627,wvs_combo,162,NA
Algeria,2002,church_wvs,2,83.06887052,wvs_combo,162,NA
Algeria,2002,church_wvs,3,431.3576288,wvs_combo,162,NA
Algeria,2002,church_wvs,4,524.434797,wvs_combo,162,NA
Algeria,2002,evdemoc_wvs,1,181.1501875,wvs_combo,162,NA
Algeria,2002,evdemoc_wvs,2,44.03650967,wvs_combo,162,NA
Algeria,2002,evdemoc_wvs,3,368.3053536,wvs_combo,162,NA
Algeria,2002,evdemoc_wvs,4,689.5717083,wvs_combo,162,NA
Algeria,2002,strong_wvs,1,352.2920774,wvs_combo,162,NA
Algeria,2002,strong_wvs,2,239.1983139,wvs_combo,162,NA
Algeria,2002,strong_wvs,3,368.3053536,wvs_combo,162,NA
Algeria,2002,strong_wvs,4,323.2680142,wvs_combo,162,NA
Algeria,2006,church_arabb,1,286,arabb1,162,NA
Algeria,2006,church_arabb,2,117,arabb1,162,NA
Algeria,2006,church_arabb,3,547,arabb1,162,NA
Algeria,2006,church_arabb,4,350,arabb1,162,NA
Algeria,2006,democsuit_arabb,1,403,arabb1,162,NA
Algeria,2006,democsuit_arabb,2,66,arabb1,162,NA
Algeria,2006,democsuit_arabb,3,59,arabb1,162,NA
Algeria,2006,democsuit_arabb,4,89,arabb1,162,NA
Algeria,2006,democsuit_arabb,5,134,arabb1,162,NA
Algeria,2006,democsuit_arabb,6,94,arabb1,162,NA
Algeria,2006,democsuit_arabb,7,126,arabb1,162,NA
Algeria,2006,democsuit_arabb,8,97,arabb1,162,NA
Algeria,2006,democsuit_arabb,9,48,arabb1,162,NA
Algeria,2006,democsuit_arabb,10,125,arabb1,162,NA
Algeria,2006,evdemoc_arabb,1,264,arabb1,162,NA
Algeria,2006,evdemoc_arabb,2,137,arabb1,162,NA
Algeria,2006,evdemoc_arabb,3,435,arabb1,162,NA
Algeria,2006,evdemoc_arabb,4,464,arabb1,162,NA
Algeria,2006,strong_arabb_2,1,252,arabb1,162,NA
Algeria,2006,strong_arabb_2,2,76,arabb1,162,NA
Algeria,2006,strong_arabb_2,3,377,arabb1,162,NA
Algeria,2006,strong_arabb_2,4,595,arabb1,162,NA
Algeria,2011,church_arabb,1,317.1707712,arabb2,162,NA
Algeria,2011,church_arabb,2,117.1001663,arabb2,162,NA
Algeria,2011,church_arabb,3,591.9820518,arabb2,162,NA
Algeria,2011,church_arabb,4,190.2505517,arabb2,162,NA
Algeria,2011,democsuit_arabb,1,252.2782819,arabb2,162,NA
Algeria,2011,democsuit_arabb,2,53.45675899,arabb2,162,NA
Algeria,2011,democsuit_arabb,3,91.92573196,arabb2,162,NA
Algeria,2011,democsuit_arabb,4,91.4808453,arabb2,162,NA
Algeria,2011,democsuit_arabb,5,175.6517716,arabb2,162,NA
Algeria,2011,democsuit_arabb,6,99.82702374,arabb2,162,NA
Algeria,2011,democsuit_arabb,7,125.2862396,arabb2,162,NA
Algeria,2011,democsuit_arabb,8,156.152884,arabb2,162,NA
Algeria,2011,democsuit_arabb,9,77.27970681,arabb2,162,NA
Algeria,2011,democsuit_arabb,10,93.16429707,arabb2,162,NA
Algeria,2011,evdemoc_arabb,1,170.1040683,arabb2,162,NA
Algeria,2011,evdemoc_arabb,2,102.9228266,arabb2,162,NA
Algeria,2011,evdemoc_arabb,3,591.0277215,arabb2,162,NA
Algeria,2011,evdemoc_arabb,4,352.4489246,arabb2,162,NA
Algeria,2011,strong_arabb_1,1,167.3248598,arabb2,162,NA
Algeria,2011,strong_arabb_1,2,35.00531618,arabb2,162,NA
Algeria,2011,strong_arabb_1,3,355.1779977,arabb2,162,NA
Algeria,2011,strong_arabb_1,4,658.9953672,arabb2,162,NA
Algeria,2012,army_afrob,1,156.1289447,afrob5,162,2012
Algeria,2012,army_afrob,2,178.1130074,afrob5,162,2012
Algeria,2012,army_afrob,3,272.8888123,afrob5,162,2012
Algeria,2012,army_afrob,4,359.9772399,afrob5,162,2012
Algeria,2012,army_afrob,5,236.7106677,afrob5,162,2012
Algeria,2013,church_arabb,1,220.749354,arabb3,162,NA
Algeria,2013,church_arabb,2,143.3349558,arabb3,162,NA
Algeria,2013,church_arabb,3,633.8515149,arabb3,162,NA
Algeria,2013,church_arabb,4,224.806003,arabb3,162,NA
Algeria,2013,democsuit_arabb,1,117.4738144,arabb3,162,NA
Algeria,2013,democsuit_arabb,2,1.859297815,arabb3,162,NA
Algeria,2013,democsuit_arabb,3,14.7053552,arabb3,162,NA
Algeria,2013,democsuit_arabb,4,30.9319537,arabb3,162,NA
Algeria,2013,democsuit_arabb,5,74.54093829,arabb3,162,NA
Algeria,2013,democsuit_arabb,6,140.7995495,arabb3,162,NA
Algeria,2013,democsuit_arabb,7,103.7826212,arabb3,162,NA
Algeria,2013,democsuit_arabb,8,127.7844651,arabb3,162,NA
Algeria,2013,democsuit_arabb,9,259.4565532,arabb3,162,NA
Algeria,2013,democsuit_arabb,10,165.9845829,arabb3,162,NA
Algeria,2013,democsuit_arabb,11,185.4226963,arabb3,162,NA
Algeria,2013,evdemoc_arabb,1,52.22936462,arabb3,162,NA
Algeria,2013,evdemoc_arabb,2,25.69211476,arabb3,162,NA
Algeria,2013,evdemoc_arabb,3,574.3539853,arabb3,162,NA
Algeria,2013,evdemoc_arabb,4,570.4663629,arabb3,162,NA
Algeria,2012,party_afrob,1,145.8639111,afrob5,162,2012
Algeria,2012,party_afrob,2,88.75351763,afrob5,162,2012
Algeria,2012,party_afrob,3,112.0520272,afrob5,162,2012
Algeria,2012,party_afrob,4,534.1520791,afrob5,162,2012
Algeria,2012,party_afrob,5,322.997137,afrob5,162,2012
Algeria,2012,strong_afrob,1,182.7405776,afrob5,162,2012
Algeria,2012,strong_afrob,2,154.1715709,afrob5,162,2012
Algeria,2012,strong_afrob,3,210.7478323,afrob5,162,2012
Algeria,2012,strong_afrob,4,388.2953338,afrob5,162,2012
Algeria,2012,strong_afrob,5,267.8633572,afrob5,162,2012
Algeria,2013,strong_arabb_1,1,91.95072626,arabb3,162,NA
Algeria,2013,strong_arabb_1,2,13.69119272,arabb3,162,NA
Algeria,2013,strong_arabb_1,3,395.6923714,arabb3,162,NA
Algeria,2013,strong_arabb_1,4,721.4075372,arabb3,162,NA
Algeria,2012,threestate_afrob,1,412.6341176,afrob5,162,2012
Algeria,2012,threestate_afrob,2,172.3308669,afrob5,162,2012
Algeria,2012,threestate_afrob,3,618.8536874,afrob5,162,2012
Algeria,2014,army_wvs,1,377.3128215,wvs_combo,162,NA
Algeria,2014,army_wvs,2,150.1244648,wvs_combo,162,NA
Algeria,2014,army_wvs,3,261.2165687,wvs_combo,162,NA
Algeria,2014,army_wvs,4,412.3418633,wvs_combo,162,NA
Algeria,2014,evdemoc_wvs,1,195.1618042,wvs_combo,162,NA
Algeria,2014,evdemoc_wvs,2,59.04895615,wvs_combo,162,NA
Algeria,2014,evdemoc_wvs,3,326.2705035,wvs_combo,162,NA
Algeria,2014,evdemoc_wvs,4,620.5144545,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,1,116.0962528,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,2,10.00829765,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,3,19.01576554,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,4,35.02904178,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,5,78.06472169,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,6,68.05642404,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,7,112.0929337,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,8,133.1103588,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,9,147.1219755,wvs_combo,162,NA
Algeria,2014,impdemoc_wvs,10,482.3999469,wvs_combo,162,NA
Algeria,2014,strong_wvs,1,342.2837797,wvs_combo,162,NA
Algeria,2014,strong_wvs,2,122.1012314,wvs_combo,162,NA
Algeria,2014,strong_wvs,3,269.2232069,wvs_combo,162,NA
Algeria,2014,strong_wvs,4,467.3875004,wvs_combo,162,NA
Algeria,2015,army_afrob,1,150.0795111,afrob6,162,NA
Algeria,2015,army_afrob,2,149.5878504,afrob6,162,NA
Algeria,2015,army_afrob,3,256.5086326,afrob6,162,NA
Algeria,2015,army_afrob,4,294.7656236,afrob6,162,NA
Algeria,2015,army_afrob,5,349.1730297,afrob6,162,NA
Algeria,2015,party_afrob,1,139.5436994,afrob6,162,NA
Algeria,2015,party_afrob,2,102.6041324,afrob6,162,NA
Algeria,2015,party_afrob,3,189.3992662,afrob6,162,NA
Algeria,2015,party_afrob,4,359.5471032,afrob6,162,NA
Algeria,2015,party_afrob,5,409.0204462,afrob6,162,NA
Algeria,2015,strong_afrob,1,147.0381428,afrob6,162,NA
Algeria,2015,strong_afrob,2,142.0920744,afrob6,162,NA
Algeria,2015,strong_afrob,3,232.5957531,afrob6,162,NA
Algeria,2015,strong_afrob,4,313.4816103,afrob6,162,NA
Algeria,2015,strong_afrob,5,364.9070669,afrob6,162,NA
Algeria,2015,threestate_afrob,1,414.1693841,afrob6,162,NA
Algeria,2015,threestate_afrob,2,238.1436041,afrob6,162,NA
Algeria,2015,threestate_afrob,3,547.8016592,afrob6,162,NA
Algeria,2016,threestate_arabb,1,453.9971222,arabb4,162,NA
Algeria,2016,threestate_arabb,2,305.6778504,arabb4,162,NA
Algeria,2016,threestate_arabb,3,440.3757038,arabb4,162,NA
Bulgaria,1992,strong_neb,1,468.9242139,neb_combo,162,NA
Bulgaria,1992,strong_neb,2,290.3841412,neb_combo,162,NA
Bulgaria,1992,strong_neb,3,193.9314583,neb_combo,162,NA
Bulgaria,1992,strong_neb,4,201.1141049,neb_combo,162,NA
Bulgaria,1993,army_neb,1,87.03532636,neb_combo,162,NA
Bulgaria,1993,army_neb,2,110.1049309,neb_combo,162,NA
Bulgaria,1993,army_neb,3,244.3280848,neb_combo,162,NA
Bulgaria,1993,army_neb,4,752.9080039,neb_combo,162,NA
Bulgaria,1993,strong_neb,1,292.5645308,neb_combo,162,NA
Bulgaria,1993,strong_neb,2,262.1545975,neb_combo,162,NA
Bulgaria,1993,strong_neb,3,250.6197952,neb_combo,162,NA
Bulgaria,1993,strong_neb,4,389.0374226,neb_combo,162,NA
Bulgaria,1995,army_neb,1,85.56490713,neb_combo,162,NA
Bulgaria,1995,army_neb,2,102.9043585,neb_combo,162,NA
Bulgaria,1995,army_neb,3,361.0635906,neb_combo,162,NA
Bulgaria,1995,army_neb,4,644.448966,neb_combo,162,NA
Bulgaria,1995,strong_neb,1,103.522351,neb_combo,162,NA
Bulgaria,1995,strong_neb,2,176.4943748,neb_combo,162,NA
Bulgaria,1995,strong_neb,3,364.9357627,neb_combo,162,NA
Bulgaria,1995,strong_neb,4,549.0293336,neb_combo,162,NA
Bulgaria,1997,army_wvs,1,283.2348236,wvs_combo,162,NA
Bulgaria,1997,army_wvs,2,94.07799793,wvs_combo,162,NA
Bulgaria,1997,army_wvs,3,295.2447808,wvs_combo,162,NA
Bulgaria,1997,army_wvs,4,400.3319061,wvs_combo,162,NA
Bulgaria,1997,church_wvs,1,241.1999734,wvs_combo,162,NA
Bulgaria,1997,church_wvs,2,129.1070397,wvs_combo,162,NA
Bulgaria,1997,church_wvs,3,381.3161406,wvs_combo,162,NA
Bulgaria,1997,church_wvs,4,321.2663546,wvs_combo,162,NA
Bulgaria,1997,evdemoc_wvs,1,245.2032925,wvs_combo,162,NA
Bulgaria,1997,evdemoc_wvs,2,86.07135981,wvs_combo,162,NA
Bulgaria,1997,evdemoc_wvs,3,418.3468419,wvs_combo,162,NA
Bulgaria,1997,evdemoc_wvs,4,323.2680142,wvs_combo,162,NA
Bulgaria,1997,strong_wvs,1,472.3916492,wvs_combo,162,NA
Bulgaria,1997,strong_wvs,2,292.2422915,wvs_combo,162,NA
Bulgaria,1997,strong_wvs,3,199.1651233,wvs_combo,162,NA
Bulgaria,1997,strong_wvs,4,109.0904444,wvs_combo,162,NA
Bulgaria,1998,army_neb,1,60.06820991,neb_combo,162,NA
Bulgaria,1998,army_neb,2,90.14770449,neb_combo,162,NA
Bulgaria,1998,army_neb,3,263.1601004,neb_combo,162,NA
Bulgaria,1998,army_neb,4,780.8991466,neb_combo,162,NA
Bulgaria,1998,strong_neb,1,130.9576395,neb_combo,162,NA
Bulgaria,1998,strong_neb,2,222.7613242,neb_combo,162,NA
Bulgaria,1998,strong_neb,3,299.2875427,neb_combo,162,NA
Bulgaria,1998,strong_neb,4,541.268655,neb_combo,162,NA
