"","ISO","year","dependence","wdi_pop","country","country_name","COWcode","Region_UN","muslism_prop_2010","muslism_prop_1990","dependence_pc","dependence_pc_di","dependence_pc_di_m1","lg_imp_mdpgdp","lg_imp_imfgdp","lg_mdpgdp_lag1","lg_imfgdp_lag1","mdprgdp_grwth_r","imfgdp_grwth_r","mdprgdp_grwth","imfgdp_grwth","imfgdp_grwth_lag1","mdprgdp_grwth_lag1","imfgdp_grwth_rlag1","mdprgdp_grwth_rlag1","firstyear","regime","country_text_id","Vdem_polyarchy","Vdem_libdem","Vdem_region","Vdem_regime","Vdem_liberal","Vdem_corruption","liberal_sd","polyarchy_sd","libdem_sd","corr_sd","Vdem_libdem_m1","Vdem_libdem_m2","Region_libdem","Chgdem","upchgdem","downchgdem","Region_libdem_m1"
"3979","KOR",2013,0.03024114,50428893,"South Korea","South Korea",732,"Eastern Asia",1,0.10030492,10.07695272,0,0,10.41397312,10.52282884,10.38853372,10.38588584,0.002309577,0.01318549,0.024014773,0.136942998,-0.041632604,0.017411539,-0.003992571,0.001677332,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3980","ESP",2013,0.079393421,46620045,"Spain","Spain",230,"Southern Europe",2.1,0.697243818,25.03036373,0,0,10.3585996,10.36899092,10.35745707,10.50890732,-0.001330108,-0.013314077,-0.013742652,-0.139916397,0.205075995,-0.02892704,0.019902887,-0.002791939,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3981","LKA",2013,0.112850406,20585000,"Sri Lanka","Sri Lanka",780,"Southern Asia",9.8,7.98232783,11.08868093,0,0,9.192787213,9.270321829,9.168267596,9.227340699,0.002778913,0.004658019,0.02550378,0.04298113,0.105214689,0.081783562,0.01153401,0.008991328,2003,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982","SDN",2013,11.16795589,37072550,"Sudan","Sudan",625,"Northern Africa",90.7,96.81554965,383.2842463,0,0,8.140898461,8.304946942,7.972466016,8.292105899,0.008151968,0.001548586,0.065872357,0.012841043,-0.19098209,-0.127127459,-0.022513275,-0.015488853,2010,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","SUR",2013,26.84477077,547291,"Suriname","Suriname",115,"South America",15.2,14.06823836,4255.601339,1,1,9.671090497,9.671090497,9.63596446,9.63596446,0.003645306,0.003645306,0.035126037,0.035126037,0.03442183,0.03442183,0.003585031,0.003585031,2010,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984","SWE",2013,0.702274879,9600379,"Sweden","Sweden",380,"Northern Europe",4.6,1.717523471,296.6760228,0,0,10.65124128,10.73107379,10.65911645,10.71133432,0.000362703,0.001842859,0.003858094,0.019739474,0.005270876,-0.010247435,0.000492326,-0.000962444,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3985","CHE",2013,0.012222056,8089346,"Switzerland","Switzerland",225,"Western Europe",4.9,2.203850514,7.494564451,0,0,11.02386133,10.94846432,11.01496671,10.92395401,0.000560188,0.002243721,0.006150729,0.024510307,0.018393934,-0.000204499,0.001686657,-1.86e-05,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3986","TWN",2013,NA,NA,"Taiwan","Taiwan",713,"Eastern Asia",1,NA,NA,NA,NA,10.58476456,10.65597848,10.56043744,10.67163352,0.001824676,-0.001466977,0.019298889,-0.015655039,0.161114139,0.016510173,0.015328847,0.001563448,1994,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987","TJK",2013,1.757369045,8059769,"Tajikistan","Tajikistan",702,"Central Asia",96.7,77.33050406,57.94045742,0,0,8.100768243,7.850859145,8.074649075,7.785306335,0.006801934,0.008420068,0.055076085,0.06555281,0.068551031,0.054422434,0.008883401,0.006766687,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988","TZA",2013,7.143444442,48482266,"Tanzania","Tanzania",510,"Eastern Africa",35.2,30.30093226,157.7272533,0,0,7.699842407,7.807955412,7.690286021,7.754878951,0.005401663,0.006844267,0.041753429,0.053076461,0.039380648,0.021324664,0.005104097,0.002766415,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989","THA",2013,2.823295271,68144501,"Thailand","Thailand",800,"South-Eastern Asia",5.5,4.109042677,392.2968779,0,0,9.539284342,9.655042822,9.579625473,9.597451697,0.002433763,0.006000668,0.023273828,0.057591125,0.084232912,0.066025064,0.008854302,0.006952296,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3990","TGO",2013,25.09402984,6954721,"Togo","Togo",461,"Western Africa",14,11.89620784,357.8408656,0,0,7.262628601,7.265806613,7.122866659,7.215416083,0.003178936,0.006983732,0.022701562,0.05039053,0.055815668,0.028917678,0.007795919,0.004065853,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3991","TTO",2013,16.62973768,1353700,"Trinidad & Tobago","Trinidad & Tobago",52,"Caribbean",5.9,5.896245729,5182.824045,1,1,10.34708304,10.39336695,10.32058474,10.36050717,0.002632368,0.003171638,0.027150693,0.032859783,0.005490989,0.013756018,0.000530273,0.001335482,2006,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3992","TUN",2013,5.923552286,10952951,"Tunisia","Tunisia",616,"Northern Africa",99,98.67156745,622.1506966,0,0,9.25941621,9.308986042,9.282568006,9.273491996,0.001583483,0.003827474,0.014697311,0.035494046,0.049337439,0.02852479,0.005348722,0.003082724,2011,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993","TUR",2013,0.482721426,75928564,"Turkey","Turkey",640,"Western Asia",98,102.2240372,93.50314018,0,0,9.871480756,9.752856909,9.84092042,9.848561824,0.003410287,-0.009717654,0.033446486,-0.095704915,0.006593277,0.01391028,0.000669914,0.001420341,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994","UGA",2013,10.80466657,35695246,"Uganda","Uganda",500,"Eastern Africa",11.5,10.72927245,198.9139115,0,0,7.518064181,7.729098671,7.521859252,7.697997578,0.000845491,0.004040154,0.006372831,0.031101092,0.009338551,-0.006902071,0.001214588,-0.000914868,2000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995","UKR",2013,6.343764504,45489648,"Ukraine","Ukraine",369,"Eastern Europe",1.2,0.198491465,697.370032,0,0,9.305013986,9.065079608,9.282102738,9.045676398,0.000218481,0.002145026,0.002020494,0.01940321,0.023851967,0.004827196,0.002643808,0.000522249,1991,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3996","GBR",2013,0.755839298,64128273,"United Kingdom","UK",200,"Northern Europe",4.8,2.047247896,284.9665321,0,0,10.53746842,10.59976313,10.48525615,10.60933667,0.001168402,-0.000902369,0.012231273,-0.009573538,0.020602643,0.006100709,0.001945714,0.000583115,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997","USA",2013,0.785272959,315993715,"United States","US",2,"Northern America",1,0.612523686,399.4133849,0,0,10.83689102,10.7561899,10.8276274,10.85354325,0.000855554,-0.008969729,0.009263623,-0.097353346,-0.041168967,0.014370332,-0.003778803,0.001328955,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3998","URY",2013,1.292150682,3389439,"Uruguay","Uruguay",165,"South America",1,0.032158467,242.6400551,0,0,9.840441251,9.908185539,9.795345394,9.848550491,0.003994497,0.006055211,0.039110977,0.059635047,0.050783211,0.037910317,0.005183141,0.00388692,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3999","UZB",2013,18.58245347,30243200,"Uzbekistan","Uzbekistan",704,"Central Asia",96.7,94.54900049,1605.709805,1,1,9.064273596,8.763197959,8.978282203,8.688318617,0.007523313,0.008618393,0.067545474,0.074879343,0.075441632,0.069461484,0.008759167,0.007797044,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4000","VEN",2013,15.66119917,29783571,"Venezuela","Venezuela",101,"South America",1,0.224116288,2943.522385,1,1,9.841346156,9.833526531,9.784253465,9.817032269,0.014685262,0.001680168,0.144329266,0.016494262,0.057456162,0.044255741,0.005887158,0.004523316,1995,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4001","VNM",2013,7.727732003,90753472,"Vietnam","Vietnam",816,"South-Eastern Asia",1,0.973688896,396.8190383,0,0,8.543835122,8.812001363,8.499232866,8.751096093,0.004983075,0.00695973,0.042425844,0.06090527,0.062162365,0.040537792,0.007154199,0.004784095,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4002","YEM",2013,14.2126928,25147109,"Yemen","Yemen",679,"Western Asia",99,104.1076626,546.7622919,0,0,8.255048903,8.315048384,8.217978203,8.277708159,0.002568814,0.004510938,0.021354852,0.037340226,0.015075618,-0.002694429,0.001824554,-0.000324013,2006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4003","ZMB",2013,19.63131195,14926504,"Zambia","Zambia",551,"Eastern Africa",1,0.410608889,681.991777,0,0,8.153061947,8.233604783,8.135346949,8.198274717,0.002511824,0.004309451,0.020387765,0.035330066,0.061198377,0.044248255,0.007520929,0.005481379,2000,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4004","ZWE",2013,6.534713634,13350356,"Zimbabwe","Zimbabwe",552,"Eastern Africa",1,0.901037257,117.6901925,0,0,7.496097345,7.856881655,7.392031568,7.837712562,0,0.002445751,0,0.019169092,0.156112032,0.05708507,0.020322852,0.00779513,1999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4005","ALB",2014,3.574868782,2889104,"Albania","Albania",339,"Southern Europe",80.3,70.04322476,382.6182058,0,0,9.278279355,9.297113815,9.224046019,9.259115206,0.001657056,0.004103914,0.015204731,0.037998609,0.029178089,0.00706423,0.003161245,0.000770474,1998,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4006","DZA",2014,24.67676377,38923687,"Algeria","Algeria",615,"Northern Africa",97.9,96.5104485,3154.183945,1,1,9.45579321,9.569377997,9.472550778,9.534079582,0.001930307,0.003702341,0.018357223,0.035298415,0.024979881,0.008558829,0.002626945,0.000900793,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4007","ARG",2014,3.043864039,42669500,"Argentina","Argentina",160,"South America",1,1.361184434,578.3341675,0,0,9.852194258,9.903496927,9.897268253,9.92160121,-0.00357049,-0.001824734,-0.035337556,-0.018104283,0.029969728,0.013883482,0.003029806,0.001404751,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4008","ARM",2014,3.393911084,2912403,"Armenia","Armenia",371,"Western Asia",1,3.617688348,314.2761664,0,0,9.133459328,9.036714919,9.105646301,8.988030271,0.004003006,0.005416609,0.036614969,0.048684648,0.046310717,0.033368928,0.005179174,0.003661484,1997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4009","AUS",2014,7.323028681,23475686,"Australia","Australia",900,"Australia and New Zealand",2.4,0.90242659,3213.857597,1,1,10.68937343,10.80156372,10.692899,10.70341266,0.001205373,0.009170072,0.012973678,0.09815106,0.007194839,0.005326329,0.000672653,0.000495109,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4010","AUT",2014,0.197808552,8546356,"Austria","Austria",305,"Western Europe",5.4,2.096941201,88.80417129,0,0,10.71205943,10.75389982,10.6730169,10.73678664,-8.42e-05,0.001593883,-0.00089466,0.01711318,0.011753447,-0.004581633,0.001095889,-0.000430807,1997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4011","AZE",2014,23.06991163,9535079,"Azerbaijan","Azerbaijan",373,"Western Asia",96.9,78.71211063,3696.953339,1,1,9.681905282,9.787057392,9.670356795,9.753608983,0.001815887,0.003429337,0.017702649,0.033448409,0.061245625,0.046228224,0.006318957,0.004764552,1997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4012","BGD",2014,1.194249499,154520167,"Bangladesh","Bangladesh",771,"Southern Asia",90.4,98.96390837,34.64517796,0,0,7.972810784,8.156684158,7.939515261,8.088542612,0.006356885,0.008424453,0.051015205,0.068141546,0.064451883,0.047907335,0.008032297,0.006005471,1996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4013","BLR",2014,1.335923383,9474511,"Belarus","Belarus",370,"Eastern Europe",1,0.098145058,267.6789683,0,0,9.905335843,9.848561824,9.880014196,9.81475017,0.001954838,0.003444984,0.019203508,0.033811654,0.027173429,0.011603017,0.002776318,0.001182536,1992,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4014","BEL",2014,0.020014355,11209057,"Belgium","Belgium",211,"Western Europe",5.9,2.668705584,7.842024448,0,0,10.57597274,10.67846738,10.58147033,10.64890491,0.001226675,0.002776104,0.012927186,0.029562467,0.017259977,-0.004468365,0.001623453,-0.000423828,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4015","BLZ",2014,2.631298335,353366,"Belize","Belize",NA,"Central America",1,0.533185463,214.9025938,0,0,9.007877671,9.007877671,8.97566156,8.97566156,0.003589274,0.003589274,0.032216111,0.032216111,0.007882825,0.007882825,0.000879016,0.000879016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4016","BEN",2014,3.714293108,10286842,"Benin","Benin",434,"Western Africa",23.8,19.72483256,77.70301183,0,0,7.645875825,7.968575297,7.58171964,7.916421706,0.004619176,0.006588026,0.034966826,0.052153591,0.058945137,0.037839512,0.00750179,0.005023774,2005,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4017","BOL",2014,11.03173681,10706517,"Bolivia","Bolivia",145,"South America",1,0.014566978,638.0756569,0,0,8.662850764,8.793394413,8.669570872,8.737344709,0.004266748,0.006414959,0.036965891,0.056049704,0.067396729,0.04921347,0.007773602,0.005712863,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4018","BIH",2014,1.381564176,3482104,"Bosnia & Herzegovina","Bosnia",346,"Southern Europe",45.2,41.29117944,137.9629987,0,0,9.208939391,9.331164956,9.1787465,9.284156547,0.001295332,0.005063293,0.011807287,0.047008409,0.058066119,0.024491929,0.006293686,0.002694154,1998,TRUE,"BIH",0.58,0.411,1,2,0.626,0.706,0.063,0.071,0.051,0.057,0.412,0.438,0.411,-0.001,0,0.001,0.412
"4019","BWA",2014,2.530319872,2088614,"Botswana","Botswana",571,"Southern Africa",1,0.233144435,377.0176609,0,0,9.609116492,9.745957,9.487820582,9.69953482,0.001592774,0.004786021,0.015300115,0.046422179,0.113631578,0.077672261,0.011854029,0.008151757,1999,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4020","BRA",2014,4.101269006,202763735,"Brazil","Brazil",140,"South America",1,0.097313331,608.0131301,0,0,9.604070224,9.502278904,9.611998242,9.503698508,-0.00032596,-0.000149374,-0.003140953,-0.001419604,-0.270222578,0.021195208,-0.027647305,0.002204434,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4021","BGR",2014,1.584814686,7223938,"Bulgaria","Bulgaria",355,"Eastern Europe",13.7,13.24801231,262.3819194,0,0,9.714503853,9.816379044,9.674765973,9.773587198,0.001938704,0.004378315,0.018695736,0.042791847,0.02616678,0.014106817,0.002684483,0.001464987,1990,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4022","BFA",2014,15.36061785,17586017,"Burkina Faso","Burkina Faso",439,"Western Africa",61.6,54.55659347,232.406148,0,0,7.321849714,7.539156745,7.280697195,7.508088755,0.001445391,0.004137936,0.010493276,0.031067991,0.043884127,0.024200469,0.005879277,0.00334463,2007,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023","BDI",2014,17.87785083,9844297,"Burundi","Burundi",516,"Eastern Africa",2.8,1.654729022,139.268458,0,0,6.658011046,6.711244458,6.637258031,6.68024816,0.002038048,0.004639992,0.013459153,0.030996298,0.043796846,0.015017347,0.006599438,0.00227918,2012,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4024","KHM",2014,2.548764875,15274503,"Cambodia","Cambodia",811,"South-Eastern Asia",2,2.595927602,75.97868094,0,0,8.000014094,8.101462275,7.986844901,8.030519608,0.006535471,0.008834132,0.05183233,0.070942667,0.071897722,0.05466649,0.009033941,0.006940667,2004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025","CMR",2014,8.043550044,22681858,"Cameroon","Cameroon",471,"Middle Africa",18.3,22.84363241,214.9236572,0,0,7.890582535,8.104824004,7.860185057,8.056329136,0.004023068,0.006019475,0.031652982,0.048494868,0.042847129,0.027558507,0.00534688,0.003514975,2004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4026","CAN",2014,2.102676806,35437435,"Canada","Canada",20,"Northern America",2.1,1.130325521,900.6395562,0,0,10.66506411,10.70244609,10.64103432,10.72318932,0.001326962,-0.001934427,0.014157117,-0.020743223,-0.124865799,0.012851451,-0.011510432,0.001206034,2000,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4027","CPV",2014,0.642686554,518269,"Cape Verde","Cape Verde",402,"Western Africa",1,2.071312324,40.82987679,0,0,8.756682421,8.757725758,8.634976227,8.74612749,0.000512881,0.001326103,0.004481442,0.011598268,0.012692497,-0.006236528,0.001453322,-0.000713234,2002,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4028","CHL",2014,14.7259328,17758959,"Chile","Chile",155,"South America",1,0.007533171,3105.699227,1,1,9.956554273,10.05369997,9.941794387,10.02833808,0.000945756,0.002529023,0.009418483,0.025361894,0.047287015,0.028994495,0.004737679,0.00291998,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4029","CHN",2014,2.446252776,1364270000,"China","China",710,"Eastern Asia",1.8,1.483370552,286.407275,0,0,9.368027648,9.503936747,9.313618721,9.284156547,0.005672345,0.023672608,0.052951523,0.2197802,-0.107707149,0.058904703,-0.011468134,0.006350139,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4030","COL",2014,6.576221746,46969209,"Colombia","Colombia",100,"South America",1,0.35948865,829.8534221,0,0,9.442958894,9.523523994,9.416785274,9.471276783,0.003352007,0.005516385,0.031639287,0.052247212,0.058377234,0.036049426,0.006201833,0.003833879,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4031","CRI",2014,1.375890618,4795396,"Costa Rica","Costa Rica",94,"Central America",1,0.032057108,180.4755724,0,0,9.481664378,9.619871389,9.417435839,9.578165865,0.002473559,0.004354229,0.023415256,0.041705524,0.028356168,0.009646877,0.002969291,0.001020124,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4032","CIV",2014,6.06814746,22647683,"Côte d’Ivoire","C<f4>te d<U+0092>Ivoire",437,"Western Africa",37.5,40.92285396,197.2147924,0,0,8.086410275,8.413905073,8.039802344,8.336323664,0.008114235,0.00930643,0.0644721,0.077581409,0.081287214,0.068537533,0.009846984,0.008700949,Inf,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4033","HRV",2014,0.905986338,4238389,"Croatia","Croatia",344,"Southern Europe",1.4,1.088465448,185.4191639,0,0,9.926520252,9.96235896,9.909966519,9.940985883,-7.35e-05,0.002149996,-0.000725727,0.021373077,0.014681387,-0.007382774,0.001479039,-0.000747612,1993,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4034","CYP",2014,0.069013992,1152285,"Cyprus","Cyprus",352,"Western Asia",25.3,0.260887147,17.48193433,0,0,10.13978422,10.08121202,10.15420736,10.08905364,-0.000436765,-0.00077724,-0.004414477,-0.007841618,-0.058082142,-0.059071198,-0.005723994,-0.005810506,2006,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4035","CZE",2014,0.328140792,10525347,"Czechia","Czechia",316,"Eastern Europe",1,0.009677399,95.64647814,0,0,10.28014158,10.32474628,10.22839315,10.28067004,0.002526101,0.004287293,0.025712597,0.044076244,0.012211086,-0.005150356,0.001189184,-0.000505734,1990,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4036","DNK",2014,1.018098061,5643475,"Denmark","Denmark",390,"Northern Europe",4.1,2.120235233,453.4812384,0,0,10.70418784,10.7410206,10.69801735,10.71172314,0.001080774,0.002735084,0.011548995,0.029297459,0.022530337,0.005112169,0.002107768,0.000478634,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4037","DOM",2014,1.596211166,10165178,"Dominican Republic","Dominican Republic",42,"Caribbean",1,0.014018376,202.0324472,0,0,9.445965701,9.509439554,9.401043373,9.433023637,0.006442823,0.008100893,0.060648629,0.076415918,0.040579335,0.033448489,0.004320423,0.00356597,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4038","ECU",2014,11.59569136,15951838,"Ecuador","Ecuador",130,"South America",1,0.009774279,1280.860067,1,1,9.30982365,9.348317436,9.294221856,9.308227275,0.002728158,0.00430696,0.025327102,0.040090161,0.050704839,0.034222075,0.00547715,0.003699936,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4039","EGY",2014,8.701722163,90424654,"Egypt","Egypt",651,"Northern Africa",94.9,95.9909218,965.1950224,0,1,9.313979407,9.159727743,9.287579152,9.30488617,0.002382355,-0.015600237,0.022120125,-0.145158426,0.02719861,0.000742735,0.002931615,8e-05,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4040","SLV",2014,1.054789901,6295128,"El Salvador","El Salvador",92,"Central America",1,0.018975048,84.25661733,0,0,8.985695695,8.886460539,8.961879013,8.855795049,0.001272016,0.00346276,0.011406968,0.03066549,0.035035354,0.015285122,0.00397192,0.001707387,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041","EST",2014,1.421311934,1314545,"Estonia","Estonia",366,"Northern Europe",1,0.573550161,361.3543461,0,0,10.14344889,10.23168652,10.1149633,10.18128824,0.002966145,0.004950089,0.029845433,0.050398283,0.034343148,0.017649289,0.00338458,0.001757131,1991,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4042","SWZ",2014,3.645913613,1095021,"Eswatini","Eswatini",572,"Southern Africa",1,0.486369495,280.1884612,0,0,8.947025656,9.165495763,8.963672276,9.145594193,0.001730551,0.002176083,0.0155101,0.019901569,0.04832311,0.032952125,0.005311825,0.003690226,2013,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4043","ETH",2014,13.74868234,98094253,"Ethiopia","Ethiopia",530,"Eastern Africa",34.6,33.05012658,203.6179854,0,0,7.300472814,7.303554643,7.215975003,7.215188579,0.009225332,0.012247229,0.066596841,0.088366064,0.083528351,0.0588405,0.011712329,0.008217867,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4044","FIN",2014,0.587370151,5461512,"Finland","Finland",375,"Northern Europe",1,0.220598661,222.8658563,0,0,10.54384031,10.62377613,10.54304934,10.61323248,-0.000994923,0.000993444,-0.010471865,0.010543651,0.003727581,-0.012221633,0.000351344,-0.00115982,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045","FRA",2014,0.048966802,66312067,"France","France",220,"Western Europe",7.5,0.975346788,18.67300038,0,0,10.54886155,10.63164493,10.54339217,10.52485698,-0.000273152,0.010146262,-0.002870462,0.106787954,-0.068905549,0.001666599,-0.006504351,0.000158618,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4046","GAB",2014,27.20190765,1883800,"Gabon","Gabon",481,"Middle Africa",11.2,3.264917513,3822.684083,1,1,9.550591175,9.772304272,9.599472825,9.746643388,0.002996801,0.002632792,0.029284093,0.025660884,0.033304792,0.03482246,0.003428769,0.003576317,2015,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047","GEO",2014,0.778095135,3719414,"Georgia","Georgia",372,"Western Asia",10.7,13.01541025,77.0547612,0,0,9.200593021,9.179650645,9.163248764,9.118398135,0.00505982,0.006717464,0.046515391,0.06125251,0.055963536,0.034993218,0.006175331,0.003821013,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
